year,month,day,location,date_new,min_temp,max_temp,range
2022,10,11,KanewaiFishpondLedgeEdgeNorfolk,2022-10-11,28.916,32.872,3.9559999999999995
2022,10,12,KanewaiFishpondLedgeEdgeNorfolk,2022-10-12,28.518,30.849,2.3309999999999995
2022,10,13,KanewaiFishpondLedgeEdgeNorfolk,2022-10-13,27.727,32.201,4.474
2022,10,14,KanewaiFishpondLedgeEdgeNorfolk,2022-10-14,26.646,31.944,5.297999999999998
2022,10,15,KanewaiFishpondLedgeEdgeNorfolk,2022-10-15,25.089,31.128,6.0390000000000015
2022,10,16,KanewaiFishpondLedgeEdgeNorfolk,2022-10-16,24.702,29.389,4.686999999999998
2022,10,17,KanewaiFishpondLedgeEdgeNorfolk,2022-10-17,24.871,30.041,5.170000000000002
2022,10,18,KanewaiFishpondLedgeEdgeNorfolk,2022-10-18,25.355,30.697,5.341999999999999
2022,10,19,KanewaiFishpondLedgeEdgeNorfolk,2022-10-19,25.671,29.165,3.4939999999999998
2022,10,20,KanewaiFishpondLedgeEdgeNorfolk,2022-10-20,24.195,30.343,6.148
2022,10,21,KanewaiFishpondLedgeEdgeNorfolk,2022-10-21,26.622,32.587,5.965000000000003
2022,10,22,KanewaiFishpondLedgeEdgeNorfolk,2022-10-22,26.304,32.021,5.717000000000002
2022,10,23,KanewaiFishpondLedgeEdgeNorfolk,2022-10-23,25.137,30.041,4.904
2022,10,24,KanewaiFishpondLedgeEdgeNorfolk,2022-10-24,24.895,29.991,5.096
2022,10,25,KanewaiFishpondLedgeEdgeNorfolk,2022-10-25,25.089,29.315,4.226000000000003
2022,10,26,KanewaiFishpondLedgeEdgeNorfolk,2022-10-26,24.895,29.065,4.170000000000002
2022,10,27,KanewaiFishpondLedgeEdgeNorfolk,2022-10-27,24.243,28.221,3.9780000000000015
2022,10,28,KanewaiFishpondLedgeEdgeNorfolk,2022-10-28,23.905,28.122,4.216999999999999
2022,10,29,KanewaiFishpondLedgeEdgeNorfolk,2022-10-29,24.267,28.394,4.126999999999999
2022,10,30,KanewaiFishpondLedgeEdgeNorfolk,2022-10-30,24.05,28.468,4.417999999999999
2022,10,31,KanewaiFishpondLedgeEdgeNorfolk,2022-10-31,23.857,28.171,4.314
2022,11,01,KanewaiFishpondLedgeEdgeNorfolk,2022-11-01,23.16,28.196,5.036000000000001
2022,11,02,KanewaiFishpondLedgeEdgeNorfolk,2022-11-02,23.665,26.867,3.2020000000000017
2022,11,03,KanewaiFishpondLedgeEdgeNorfolk,2022-11-03,23.641,28.642,5.001000000000001
2022,11,04,KanewaiFishpondLedgeEdgeNorfolk,2022-11-04,25.186,28.99,3.8039999999999985
2022,11,05,KanewaiFishpondLedgeEdgeNorfolk,2022-11-05,24.798,28.717,3.9190000000000005
2022,11,06,KanewaiFishpondLedgeEdgeNorfolk,2022-11-06,24.074,28.245,4.170999999999999
2022,11,07,KanewaiFishpondLedgeEdgeNorfolk,2022-11-07,24.243,28.023,3.780000000000001
2022,11,08,KanewaiFishpondLedgeEdgeNorfolk,2022-11-08,24.026,27.85,3.8240000000000016
2022,11,09,KanewaiFishpondLedgeEdgeNorfolk,2022-11-09,23.112,27.358,4.246000000000002
2022,11,10,KanewaiFishpondLedgeEdgeNorfolk,2022-11-10,22.441,27.308,4.867000000000001
2022,11,11,KanewaiAuwaiMakaiSideFootBridge,2022-11-11,21.748,23.4,1.6519999999999975
2022,11,11,KanewaiFishpondLedgeEdgeNorfolk,2022-11-11,21.246,26.134,4.888000000000002
2022,11,11,KanewaiFishpondShadeUnderXmasBerry,2022-11-11,21.079,24.895,3.815999999999999
2022,11,11,KanewaiSpringLedge,2022-11-11,22.8,23.184,0.38400000000000034
2022,11,12,KanewaiAuwaiMakaiSideFootBridge,2022-11-12,21.795,23.497,1.7019999999999982
2022,11,12,KanewaiFishpondLedgeEdgeNorfolk,2022-11-12,20.507,26.207,5.699999999999999
2022,11,12,KanewaiFishpondShadeUnderXmasBerry,2022-11-12,20.246,25.258,5.0120000000000005
2022,11,12,KanewaiSpringLedge,2022-11-12,22.633,23.304,0.6709999999999994
2022,11,13,KanewaiAuwaiMakaiSideFootBridge,2022-11-13,22.537,23.545,1.0080000000000027
2022,11,13,KanewaiFishpondLedgeEdgeNorfolk,2022-11-13,22.178,26.549,4.370999999999999
2022,11,13,KanewaiFishpondShadeUnderXmasBerry,2022-11-13,22.393,25.793,3.3999999999999986
2022,11,13,KanewaiSpringLedge,2022-11-13,22.872,23.352,0.4800000000000004
2022,11,14,KanewaiAuwaiMakaiSideFootBridge,2022-11-14,22.561,23.641,1.0799999999999983
2022,11,14,KanewaiFishpondLedgeEdgeNorfolk,2022-11-14,22.226,27.308,5.082000000000001
2022,11,14,KanewaiFishpondShadeUnderXmasBerry,2022-11-14,22.489,26.573,4.084
2022,11,14,KanewaiSpringLedge,2022-11-14,22.92,23.352,0.4319999999999986
2022,11,15,KanewaiAuwaiMakaiSideFootBridge,2022-11-15,21.915,23.328,1.4130000000000003
2022,11,15,KanewaiFishpondLedgeEdgeNorfolk,2022-11-15,21.581,26.109,4.528000000000002
2022,11,15,KanewaiFishpondShadeUnderXmasBerry,2022-11-15,21.724,25.525,3.8009999999999984
2022,11,15,KanewaiSpringLedge,2022-11-15,22.753,23.088,0.33500000000000085
2022,11,16,KanewaiAuwaiMakaiSideFootBridge,2022-11-16,21.915,23.28,1.365000000000002
2022,11,16,KanewaiFishpondLedgeEdgeNorfolk,2022-11-16,21.27,26.744,5.474
2022,11,16,KanewaiFishpondShadeUnderXmasBerry,2022-11-16,21.7,25.525,3.8249999999999993
2022,11,16,KanewaiSpringLedge,2022-11-16,22.561,23.088,0.527000000000001
2022,11,17,KanewaiAuwaiMakaiSideFootBridge,2022-11-17,22.537,23.472,0.9350000000000023
2022,11,17,KanewaiFishpondLedgeEdgeNorfolk,2022-11-17,22.872,27.85,4.9780000000000015
2022,11,17,KanewaiFishpondShadeUnderXmasBerry,2022-11-17,22.8,26.793,3.9929999999999986
2022,11,17,KanewaiSpringLedge,2022-11-17,22.824,23.256,0.4319999999999986
2022,11,18,KanewaiAuwaiMakaiSideFootBridge,2022-11-18,22.753,23.713,0.9600000000000009
2022,11,18,KanewaiFishpondLedgeEdgeNorfolk,2022-11-18,23.833,29.29,5.457000000000001
2022,11,18,KanewaiFishpondShadeUnderXmasBerry,2022-11-18,23.184,27.481,4.297000000000001
2022,11,18,KanewaiSpringLedge,2022-11-18,23.04,23.376,0.3360000000000021
2022,11,19,KanewaiAuwaiMakaiSideFootBridge,2022-11-19,22.729,23.737,1.0079999999999991
2022,11,19,KanewaiFishpondLedgeEdgeNorfolk,2022-11-19,22.992,26.842,3.849999999999998
2022,11,19,KanewaiFishpondShadeUnderXmasBerry,2022-11-19,23.04,26.158,3.118000000000002
2022,11,19,KanewaiSpringLedge,2022-11-19,23.064,23.448,0.38400000000000034
2022,11,20,KanewaiAuwaiMakaiSideFootBridge,2022-11-20,22.345,23.569,1.2240000000000002
2022,11,20,KanewaiFishpondLedgeEdgeNorfolk,2022-11-20,22.202,26.353,4.151
2022,11,20,KanewaiFishpondShadeUnderXmasBerry,2022-11-20,22.393,25.428,3.035
2022,11,20,KanewaiSpringLedge,2022-11-20,22.944,23.328,0.38400000000000034
2022,11,21,KanewaiAuwaiMakaiSideFootBridge,2022-11-21,22.106,23.28,1.1739999999999995
2022,11,21,KanewaiFishpondLedgeEdgeNorfolk,2022-11-21,21.915,25.866,3.9510000000000005
2022,11,21,KanewaiFishpondShadeUnderXmasBerry,2022-11-21,22.178,24.677,2.4989999999999988
2022,11,21,KanewaiSpringLedge,2022-11-21,22.681,23.064,0.3829999999999991
2022,11,22,KanewaiAuwaiMakaiSideFootBridge,2022-11-22,22.011,23.424,1.4130000000000003
2022,11,22,KanewaiFishpondLedgeEdgeNorfolk,2022-11-22,21.581,26.207,4.626000000000001
2022,11,22,KanewaiFishpondShadeUnderXmasBerry,2022-11-22,21.891,25.162,3.271000000000001
2022,11,22,KanewaiSpringLedge,2022-11-22,22.729,23.184,0.45500000000000185
2022,11,23,KanewaiAuwaiMakaiSideFootBridge,2022-11-23,21.748,23.641,1.8929999999999971
2022,11,23,KanewaiFishpondLedgeEdgeNorfolk,2022-11-23,21.103,26.671,5.567999999999998
2022,11,23,KanewaiFishpondShadeUnderXmasBerry,2022-11-23,21.485,25.355,3.870000000000001
2022,11,23,KanewaiSpringLedge,2022-11-23,22.824,23.352,0.5279999999999987
2022,11,24,KanewaiAuwaiMakaiSideFootBridge,2022-11-24,20.603,23.521,2.9179999999999993
2022,11,24,KanewaiFishpondLedgeEdgeNorfolk,2022-11-24,20.531,25.623,5.092000000000002
2022,11,24,KanewaiFishpondShadeUnderXmasBerry,2022-11-24,20.507,24.677,4.169999999999998
2022,11,24,KanewaiSpringLedge,2022-11-24,22.274,23.16,0.8859999999999992
2022,11,25,KanewaiAuwaiMakaiSideFootBridge,2022-11-25,19.246,22.824,3.578000000000003
2022,11,25,KanewaiFishpondLedgeEdgeNorfolk,2022-11-25,19.222,23.737,4.514999999999997
2022,11,25,KanewaiFishpondShadeUnderXmasBerry,2022-11-25,18.771,22.992,4.221
2022,11,25,KanewaiSpringLedge,2022-11-25,22.106,22.729,0.6229999999999976
2022,11,26,KanewaiAuwaiMakaiSideFootBridge,2022-11-26,21.008,23.016,2.007999999999999
2022,11,26,KanewaiFishpondLedgeEdgeNorfolk,2022-11-26,20.103,24.532,4.4289999999999985
2022,11,26,KanewaiFishpondShadeUnderXmasBerry,2022-11-26,19.793,23.689,3.896000000000001
2022,11,26,KanewaiSpringLedge,2022-11-26,22.25,22.848,0.597999999999999
2022,11,27,KanewaiAuwaiMakaiSideFootBridge,2022-11-27,21.7,23.713,2.0130000000000017
2022,11,27,KanewaiFishpondLedgeEdgeNorfolk,2022-11-27,20.889,25.574,4.685000000000002
2022,11,27,KanewaiFishpondShadeUnderXmasBerry,2022-11-27,20.627,24.484,3.857000000000003
2022,11,27,KanewaiSpringLedge,2022-11-27,22.513,23.088,0.5749999999999993
2022,11,28,KanewaiAuwaiMakaiSideFootBridge,2022-11-28,22.633,23.93,1.2970000000000006
2022,11,28,KanewaiFishpondLedgeEdgeNorfolk,2022-11-28,22.441,24.267,1.8260000000000005
2022,11,28,KanewaiFishpondShadeUnderXmasBerry,2022-11-28,22.489,24.363,1.8739999999999988
2022,11,28,KanewaiSpringLedge,2022-11-28,22.968,23.16,0.19200000000000017
2022,11,29,KanewaiAuwaiMakaiSideFootBridge,2022-11-29,22.681,24.026,1.3449999999999989
2022,11,29,KanewaiFishpondLedgeEdgeNorfolk,2022-11-29,22.441,26.916,4.475000000000001
2022,11,29,KanewaiFishpondShadeUnderXmasBerry,2022-11-29,22.537,26.134,3.5970000000000013
2022,11,29,KanewaiSpringLedge,2022-11-29,22.944,23.424,0.4800000000000004
2022,11,30,KanewaiAuwaiMakaiSideFootBridge,2022-11-30,22.896,24.219,1.3230000000000004
2022,11,30,KanewaiFishpondLedgeEdgeNorfolk,2022-11-30,22.92,29.414,6.494
2022,11,30,KanewaiFishpondShadeUnderXmasBerry,2022-11-30,22.681,27.727,5.045999999999999
2022,11,30,KanewaiSpringLedge,2022-11-30,23.16,23.521,0.36100000000000065
2022,12,01,KanewaiAuwaiMakaiSideFootBridge,2022-12-01,22.345,24.484,2.139000000000003
2022,12,01,KanewaiFishpondLedgeEdgeNorfolk,2022-12-01,23.809,29.615,5.805999999999997
2022,12,01,KanewaiFishpondShadeUnderXmasBerry,2022-12-01,22.92,27.53,4.609999999999999
2022,12,01,KanewaiSpringLedge,2022-12-01,22.992,23.376,0.38400000000000034
2022,12,02,KanewaiAuwaiMakaiSideFootBridge,2022-12-02,22.633,23.881,1.248000000000001
2022,12,02,KanewaiFishpondLedgeEdgeNorfolk,2022-12-02,23.689,26.402,2.713000000000001
2022,12,02,KanewaiFishpondShadeUnderXmasBerry,2022-12-02,23.184,25.623,2.439
2022,12,02,KanewaiSpringLedge,2022-12-02,22.776,23.16,0.38400000000000034
2022,12,03,KanewaiAuwaiMakaiSideFootBridge,2022-12-03,22.513,23.617,1.1039999999999992
2022,12,03,KanewaiFishpondLedgeEdgeNorfolk,2022-12-03,22.465,27.776,5.311
2022,12,03,KanewaiFishpondShadeUnderXmasBerry,2022-12-03,22.824,26.134,3.3099999999999987
2022,12,03,KanewaiSpringLedge,2022-12-03,22.992,23.352,0.35999999999999943
2022,12,04,KanewaiAuwaiMakaiSideFootBridge,2022-12-04,22.681,23.785,1.1039999999999992
2022,12,04,KanewaiFishpondLedgeEdgeNorfolk,2022-12-04,22.872,28.816,5.943999999999999
2022,12,04,KanewaiFishpondShadeUnderXmasBerry,2022-12-04,22.824,26.402,3.5779999999999994
2022,12,04,KanewaiSpringLedge,2022-12-04,23.016,23.497,0.48100000000000165
2022,12,05,KanewaiAuwaiMakaiSideFootBridge,2022-12-05,23.016,23.665,0.6490000000000009
2022,12,05,KanewaiFishpondLedgeEdgeNorfolk,2022-12-05,23.4,29.414,6.014000000000003
2022,12,05,KanewaiFishpondShadeUnderXmasBerry,2022-12-05,22.896,25.914,3.0180000000000007
2022,12,05,KanewaiSpringLedge,2022-12-05,23.04,23.497,0.45700000000000074
2022,12,06,KanewaiAuwaiMakaiSideFootBridge,2022-12-06,23.112,23.978,0.8660000000000032
2022,12,06,KanewaiFishpondLedgeEdgeNorfolk,2022-12-06,23.4,27.136,3.7360000000000007
2022,12,06,KanewaiFishpondShadeUnderXmasBerry,2022-12-06,23.016,26.965,3.9490000000000016
2022,12,06,KanewaiSpringLedge,2022-12-06,23.136,23.569,0.43299999999999983
2022,12,07,KanewaiAuwaiMakaiSideFootBridge,2022-12-07,22.489,23.665,1.1759999999999984
2022,12,07,KanewaiFishpondLedgeEdgeNorfolk,2022-12-07,22.657,25.623,2.966000000000001
2022,12,07,KanewaiFishpondShadeUnderXmasBerry,2022-12-07,22.705,24.653,1.9480000000000004
2022,12,07,KanewaiSpringLedge,2022-12-07,23.088,23.448,0.35999999999999943
2022,12,08,KanewaiAuwaiMakaiSideFootBridge,2022-12-08,21.867,23.497,1.629999999999999
2022,12,08,KanewaiFishpondLedgeEdgeNorfolk,2022-12-08,21.533,25.331,3.7979999999999983
2022,12,08,KanewaiFishpondShadeUnderXmasBerry,2022-12-08,22.058,24.46,2.402000000000001
2022,12,08,KanewaiSpringLedge,2022-12-08,22.872,23.232,0.35999999999999943
2022,12,09,KanewaiAuwaiMakaiSideFootBridge,2022-12-09,21.223,23.112,1.8889999999999993
2022,12,09,KanewaiFishpondLedgeEdgeNorfolk,2022-12-09,20.055,24.219,4.1640000000000015
2022,12,09,KanewaiFishpondShadeUnderXmasBerry,2022-12-09,20.793,23.617,2.8240000000000016
2022,12,09,KanewaiSpringLedge,2022-12-09,22.537,22.992,0.45500000000000185
2022,12,10,KanewaiAuwaiMakaiSideFootBridge,2022-12-10,21.604,23.184,1.5800000000000018
2022,12,10,KanewaiFishpondLedgeEdgeNorfolk,2022-12-10,20.746,25.258,4.5120000000000005
2022,12,10,KanewaiFishpondShadeUnderXmasBerry,2022-12-10,21.008,24.291,3.2830000000000013
2022,12,10,KanewaiSpringLedge,2022-12-10,22.489,22.872,0.3829999999999991
2022,12,11,KanewaiAuwaiMakaiSideFootBridge,2022-12-11,21.987,23.328,1.341000000000001
2022,12,11,KanewaiFishpondLedgeEdgeNorfolk,2022-12-11,21.485,24.847,3.362000000000002
2022,12,11,KanewaiFishpondShadeUnderXmasBerry,2022-12-11,21.7,24.098,2.3979999999999997
2022,12,11,KanewaiSpringLedge,2022-12-11,22.489,22.944,0.4549999999999983
2022,12,12,KanewaiAuwaiMakaiSideFootBridge,2022-12-12,21.963,23.424,1.4609999999999985
2022,12,12,KanewaiFishpondLedgeEdgeNorfolk,2022-12-12,21.915,24.557,2.6419999999999995
2022,12,12,KanewaiFishpondShadeUnderXmasBerry,2022-12-12,21.891,23.954,2.0630000000000024
2022,12,12,KanewaiSpringLedge,2022-12-12,22.633,23.016,0.3829999999999991
2022,12,13,KanewaiAuwaiMakaiSideFootBridge,2022-12-13,21.533,23.497,1.9639999999999986
2022,12,13,KanewaiFishpondLedgeEdgeNorfolk,2022-12-13,20.698,25.744,5.045999999999999
2022,12,13,KanewaiFishpondShadeUnderXmasBerry,2022-12-13,21.294,24.726,3.4319999999999986
2022,12,13,KanewaiSpringLedge,2022-12-13,22.561,23.136,0.5749999999999993
2022,12,14,KanewaiAuwaiMakaiSideFootBridge,2022-12-14,22.154,23.545,1.3910000000000018
2022,12,14,KanewaiFishpondLedgeEdgeNorfolk,2022-12-14,21.509,26.573,5.064
2022,12,14,KanewaiFishpondShadeUnderXmasBerry,2022-12-14,21.987,24.944,2.9570000000000007
2022,12,14,KanewaiSpringLedge,2022-12-14,22.681,23.328,0.6469999999999985
2022,12,15,KanewaiAuwaiMakaiSideFootBridge,2022-12-15,21.915,23.376,1.461000000000002
2022,12,15,KanewaiFishpondLedgeEdgeNorfolk,2022-12-15,21.557,27.382,5.825000000000003
2022,12,15,KanewaiFishpondShadeUnderXmasBerry,2022-12-15,20.889,26.182,5.292999999999999
2022,12,15,KanewaiSpringLedge,2022-12-15,22.729,23.184,0.45500000000000185
2022,12,16,KanewaiAuwaiMakaiSideFootBridge,2022-12-16,22.25,23.617,1.3670000000000009
2022,12,16,KanewaiFishpondLedgeEdgeNorfolk,2022-12-16,23.208,25.987,2.779
2022,12,16,KanewaiFishpondShadeUnderXmasBerry,2022-12-16,22.609,25.914,3.3049999999999997
2022,12,16,KanewaiSpringLedge,2022-12-16,22.729,23.232,0.5030000000000001
2022,12,17,KanewaiAuwaiMakaiSideFootBridge,2022-12-17,22.489,23.328,0.8389999999999986
2022,12,17,KanewaiFishpondLedgeEdgeNorfolk,2022-12-17,23.352,30.444,7.091999999999999
2022,12,17,KanewaiFishpondShadeUnderXmasBerry,2022-12-17,22.872,27.014,4.1419999999999995
2022,12,17,KanewaiSpringLedge,2022-12-17,22.705,23.16,0.45500000000000185
2022,12,18,KanewaiAuwaiMakaiSideFootBridge,2022-12-18,22.321,23.016,0.6949999999999967
2022,12,18,KanewaiFishpondLedgeEdgeNorfolk,2022-12-18,22.657,26.036,3.3790000000000013
2022,12,18,KanewaiFishpondShadeUnderXmasBerry,2022-12-18,22.992,26.061,3.068999999999999
2022,12,18,KanewaiSpringLedge,2022-12-18,22.92,23.088,0.16799999999999926
2022,12,19,KanewaiAuwaiMakaiSideFootBridge,2022-12-19,22.369,22.896,0.527000000000001
2022,12,19,KanewaiFishpondLedgeEdgeNorfolk,2022-12-19,21.103,22.848,1.7449999999999974
2022,12,19,KanewaiFishpondShadeUnderXmasBerry,2022-12-19,21.748,23.424,1.6759999999999984
2022,12,19,KanewaiSpringLedge,2022-12-19,22.537,23.112,0.5749999999999993
2022,12,20,KanewaiAuwaiMakaiSideFootBridge,2022-12-20,20.579,23.112,2.5329999999999977
2022,12,20,KanewaiFishpondLedgeEdgeNorfolk,2022-12-20,20.079,24.026,3.946999999999999
2022,12,20,KanewaiFishpondShadeUnderXmasBerry,2022-12-20,20.079,24.291,4.212
2022,12,20,KanewaiSpringLedge,2022-12-20,22.513,23.064,0.5509999999999984
2022,12,21,KanewaiAuwaiMakaiSideFootBridge,2022-12-21,22.441,23.617,1.176000000000002
2022,12,21,KanewaiFishpondLedgeEdgeNorfolk,2022-12-21,21.843,25.72,3.876999999999999
2022,12,21,KanewaiFishpondShadeUnderXmasBerry,2022-12-21,21.7,25.647,3.946999999999999
